4Vertices_20Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000001545391150	9.9539387022964192	0.8243035214129810	0.0729762660445818	902.3200000000000500
4Vertices_16Tracks	SA	1	1	10000	10	0.6950325642759602	0.0264822334253454	0.4193538388970925	5.9875267020154510	0.8989794573015618	61.4299220000000119
4Vertices_16Tracks	DA	1	1	10000	10	0.9667870888190159	0.0199119004630203	1.4290068610009106	1.3351471893583760	0.3713586983048565	137.6800000000000068
4Vertices_16Tracks	SA	1	1	10000	50	0.9255621840022380	0.0293814209827430	0.6978808620007140	3.7232225258554141	0.5429689060399092	241.2988499999999874
4Vertices_16Tracks	DA	1	1	10000	50	0.9999999999999999	0.0000000016068790	5.6554238575887528	1.0481441983248903	0.0967917167493077	375.5400000000000205
4Vertices_16Tracks	SA	1	1	10000	100	0.9445767392697276	0.0231849263624231	0.8211553131306365	3.2553062451474637	0.4046735118197848	463.2184800000000564
4Vertices_16Tracks	DA	1	1	10000	100	0.9999999999999999	0.0000000428599729	5.6554238575887528	1.0481441983248903	0.1059309417174582	606.9099999999999682
4Vertices_16Tracks	SA	1	1	10000	150	0.9536886672673972	0.0195611787296490	0.8512924721272084	3.0508080863959322	0.3683697120358899	686.1196399999998903
4Vertices_16Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000000129824355	5.6554238575887528	1.0481441983248903	0.1117352369798854	815.5700000000000500
3Vertices_15Tracks	SA	1	1	10000	10	0.6218831973667184	0.0070668624909688	0.5930387420275637	2.2027596128453406	0.6453373328779618	42.2449499999999958
3Vertices_15Tracks	DA	1	1	10000	10	0.9999999999999999	0.0000032048290024	3.2905927532302752	1.6556877560417131	0.1987357132362423	96.6500000000000057
3Vertices_15Tracks	SA	1	1	10000	50	0.9809596189773856	0.0019230881949112	0.6383819619529647	1.6370657443543484	0.6811303980645378	164.3179899999999805
3Vertices_15Tracks	DA	1	1	10000	50	0.9999999999999999	0.0000034213483841	3.4376238016870055	1.7592043704650513	0.1660081768117406	359.2799999999999727
3Vertices_15Tracks	SA	1	1	10000	100	0.9985328701954579	0.0007354147361680	0.7829010769272324	1.5854981195806748	0.6263176049548574	315.2082699999999704
3Vertices_15Tracks	DA	1	1	10000	100	0.9999999999999999	0.0000034318482203	3.4376238016870055	1.7592043704650513	0.1637903796270278	547.3999999999999773
3Vertices_15Tracks	SA	1	1	10000	150	0.9997141388031505	0.0004080192399067	0.8672564085975663	1.6042588869851258	0.5868720883158749	460.8038599999999860
3Vertices_15Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000034437928843	3.4376238016870055	1.7592043704650513	0.1658760458753989	623.0000000000000000
2Vertices_28Tracks	SA	1	1	10000	10	0.0963019445743086	0.0016999014049645	0.6087441258603903	15.0521520865219376	0.9393798438269733	64.7818670000000054
2Vertices_28Tracks	DA	1	1	10000	10	0.9999999999999999	0.0000106096435667	1.2363214215830101	2.4523968231992965	0.8179039103804790	135.9799999999999898
2Vertices_28Tracks	SA	1	1	10000	50	0.4382388991423435	0.0068682613661182	0.5830756058978407	15.0327727497731622	0.9245556110112730	305.1309699999999907
2Vertices_28Tracks	DA	1	1	10000	50	0.9999999999999999	0.0000104011013524	1.2363214215830101	2.4523968231992965	0.8278943142085048	296.2099999999999795
2Vertices_28Tracks	SA	1	1	10000	100	0.7072827371619486	0.0073988607883183	0.4378318359992476	15.5355826031854996	0.9497896528937032	499.2514999999999645
2Vertices_28Tracks	DA	1	1	10000	100	0.9999999999999999	0.0000103440908393	1.2363214215830101	2.4523968231992965	0.8249268390609070	416.4399999999999977
2Vertices_28Tracks	SA	1	1	10000	150	0.8350292686620472	0.0063487723450440	0.3932787264779211	15.8270058543768002	0.9456380494195394	739.6814099999999144
2Vertices_28Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000104754830405	1.2363214215830101	2.4523968231992965	0.8309959587291598	538.0499999999999545
2Vertices_16Tracks	SA	1	1	10000	10	0.4128367842642708	0.0024327424401462	0.5154308730854293	9.7216600905801549	1.4292389583104284	33.6418399999999949
2Vertices_16Tracks	DA	1	1	10000	10	0.9999999999999999	0.0000101245346892	1.2049367472820209	2.5004326669389112	0.7718777962127151	120.0600000000000023
2Vertices_16Tracks	SA	1	1	10000	50	0.9015369298941160	0.0026643068932871	0.5126437512705929	9.7434812031654037	1.3342804261415668	116.2992899999999992
2Vertices_16Tracks	DA	1	1	10000	50	0.9999999999999999	0.0000100942541099	1.2049367472820209	2.5004326669389112	0.7801798788236957	197.9499999999999886
2Vertices_16Tracks	SA	1	1	10000	100	0.9817558691195778	0.0011846511162436	0.4916057584337180	9.9423809587468899	1.1649895176040581	220.9032099999999730
2Vertices_16Tracks	DA	1	1	10000	100	0.9999999999999999	0.0000100570455851	1.2049367472820209	2.5004326669389112	0.7730815917416741	319.3799999999999955
2Vertices_16Tracks	SA	1	1	10000	150	0.9953909364228037	0.0007682871604849	0.4895989422533633	9.9600223859836063	1.1153940038281949	325.3212500000000205
2Vertices_16Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000101436002233	1.2049367472820209	2.5004326669389112	0.7879283483402653	404.9100000000000250
2Vertices_10Tracks	SA	1	1	10000	10	0.6990476309472023	0.0042531299095999	0.4036623536477050	8.3381321039296328	1.3352072035405815	18.9811810000000030
2Vertices_10Tracks	DA	1	1	10000	10	0.9875000010528883	0.0104809424422750	1.1167671136519648	2.6890257303822240	0.3441577281674507	72.4099999999999966
2Vertices_10Tracks	SA	1	1	10000	50	0.9900750720367142	0.0019977659568025	0.2930854723905975	8.4795872021894247	1.6163407492157191	65.4832399999999950
2Vertices_10Tracks	DA	1	1	10000	50	0.9999999999999999	0.0000000083842776	5.1406429689454178	1.3176287123423238	0.2194881807307720	165.4199999999999875
2Vertices_10Tracks	SA	1	1	10000	100	0.9993167354095800	0.0001946230173351	0.4037316243956117	8.2841596293791842	1.3186078362357141	120.9757400000000018
2Vertices_10Tracks	DA	1	1	10000	100	0.9999999999999999	0.0000000186046282	5.1406429689454178	1.3176287123423238	0.2142352261279102	263.4900000000000091
2Vertices_10Tracks	SA	1	1	10000	150	0.9998992796247168	0.0000509447575200	0.4030712033625806	8.2777094815234520	1.3340763471418295	178.7510800000000017
2Vertices_10Tracks	DA	1	1	10000	150	0.9999999999999999	0.0000000009841285	7.5938525722793964	1.0474348329215664	0.2008145127593371	372.3199999999999932
